GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Type_Occupation,Family_Members,age,Employed,Outcome
0,1,0,0,180000.0,3,1,1,5,0,2,31,1,0
0,0,0,0,112500.0,3,4,1,1,9,2,51,1,0
0,0,0,0,270000.0,2,4,2,1,12,1,53,1,0
0,1,1,0,270000.0,3,4,1,1,9,2,54,1,0
0,0,1,1,270000.0,3,4,1,1,4,3,57,1,0
1,1,0,1,351000.0,0,4,1,1,14,3,44,1,0
1,1,0,0,202500.0,0,4,1,1,11,2,29,1,0
0,0,1,0,189000.0,1,4,4,1,13,1,57,0,0
1,1,1,0,270000.0,3,4,2,1,9,1,47,1,0
0,1,1,0,144000.0,1,4,0,1,13,2,58,0,0
0,0,0,0,67500.0,3,4,1,1,16,2,27,1,0
0,0,1,0,247500.0,3,1,1,1,4,2,38,1,0
1,1,0,0,157500.0,3,1,1,1,9,2,56,1,0
0,0,1,0,157500.0,2,1,2,1,19,1,56,1,0
1,0,1,0,157500.0,3,4,3,1,3,1,46,1,0
1,0,0,1,180000.0,3,4,3,1,9,3,29,1,0
0,1,1,0,315000.0,0,4,1,1,4,2,42,1,0
0,0,0,0,99000.0,3,1,1,1,9,2,40,1,0
0,0,0,0,351000.0,0,1,1,1,2,2,59,1,0
0,0,0,0,175500.0,3,4,3,1,7,1,51,1,0
1,1,0,0,306000.0,3,4,1,1,11,2,43,1,0
0,0,0,1,157500.0,3,4,0,5,16,3,32,1,0
0,0,0,0,58500.0,1,4,1,1,13,2,57,0,0
1,1,1,0,292500.0,3,4,1,4,9,2,46,1,0
1,1,1,0,225000.0,3,4,2,1,5,1,37,1,0
0,1,1,1,247500.0,3,4,0,1,9,3,46,1,0
1,1,1,1,189000.0,3,1,1,1,7,3,36,1,0
1,1,0,0,247500.0,3,4,3,1,11,1,33,1,0
0,0,1,0,90000.0,3,4,1,1,9,2,54,1,0
0,0,1,0,148500.0,1,4,1,1,13,2,62,0,0
1,1,0,1,180000.0,3,4,1,1,9,3,31,1,0
0,1,1,1,180000.0,0,4,1,1,1,3,46,1,0
0,0,1,0,121900.5,1,4,1,1,13,2,43,0,0
0,0,0,0,112500.0,3,4,1,2,9,2,32,1,0
0,1,1,1,180000.0,0,1,1,1,4,3,32,1,0
0,1,0,0,225000.0,0,4,1,1,16,2,38,1,0
0,1,1,0,225000.0,3,1,1,1,11,2,48,1,0
0,0,1,0,157500.0,3,1,1,1,16,2,29,1,0
0,1,1,0,238500.0,3,1,1,1,12,2,41,1,0
1,1,0,0,261000.0,0,2,0,5,16,2,24,1,0
0,1,1,1,180000.0,0,4,1,1,11,3,42,1,0
1,0,0,0,225000.0,0,1,1,5,11,2,35,1,0
1,0,1,1,135000.0,3,1,1,1,7,3,25,1,0
0,0,1,0,112500.0,0,4,3,1,18,1,49,1,0
1,1,1,0,180000.0,3,2,1,1,9,2,46,1,0
0,1,0,1,171000.0,3,4,0,1,12,3,38,1,0
1,0,1,0,135000.0,3,4,3,5,5,1,31,1,0
1,0,0,2,202500.0,3,4,1,5,5,4,30,1,0
0,0,0,0,33750.0,1,1,1,1,13,2,52,0,0
0,0,1,0,135000.0,1,4,4,1,13,1,60,0,0
0,0,1,0,135000.0,1,1,3,1,13,1,61,0,0
1,1,0,0,157500.0,3,1,1,1,9,2,56,1,0
1,1,1,0,135000.0,3,4,1,1,9,2,39,1,0
0,1,0,0,153000.0,1,4,4,1,13,1,64,0,0
0,0,1,1,180000.0,3,1,2,1,6,2,41,1,0
1,1,0,0,180000.0,3,4,3,1,7,1,27,1,0
1,1,0,0,121500.0,3,4,1,1,9,2,40,1,0
1,0,0,0,112500.0,3,4,0,4,9,2,40,1,0
1,1,0,1,270000.0,0,4,0,1,2,3,37,1,0
1,1,1,0,360000.0,0,4,1,1,5,2,42,1,0
1,1,1,0,116100.0,3,4,1,1,9,2,27,1,0
1,1,1,0,225000.0,1,1,1,1,13,2,66,0,0
1,0,0,0,225000.0,3,4,1,1,9,2,57,1,0
0,1,0,0,112500.0,2,4,1,1,4,2,31,1,0
0,0,0,0,157500.0,3,1,3,3,9,1,51,1,0
0,0,1,0,202500.0,3,1,1,1,9,2,29,1,0
1,1,1,0,297000.0,3,4,1,1,9,2,56,1,0
0,1,0,0,315000.0,3,1,1,1,0,2,37,1,0
1,0,1,0,202500.0,3,4,3,1,9,1,26,1,0
1,0,0,0,180000.0,3,1,1,5,7,2,36,1,0
1,1,1,0,202500.0,0,1,1,1,5,2,42,1,0
1,0,1,1,360000.0,3,4,0,1,16,3,31,1,0
1,1,1,0,112500.0,1,3,1,1,13,2,59,0,0
0,0,0,0,121500.0,1,4,1,1,13,2,58,0,0
0,0,0,0,112500.0,3,4,4,5,4,1,28,1,0
1,0,1,0,112500.0,1,4,1,1,13,2,61,0,0
0,0,1,1,135000.0,3,2,1,1,9,3,43,1,0
1,1,1,0,261000.0,3,2,1,1,11,2,43,1,0
1,1,1,0,121500.0,1,1,1,1,13,2,66,0,0
0,1,0,0,202500.0,0,2,2,1,0,1,38,1,0
0,1,1,0,94500.0,3,4,1,1,7,2,49,1,0
1,1,1,0,225000.0,3,4,1,1,5,2,45,1,0
0,0,0,0,202500.0,1,1,3,1,13,1,63,0,0
0,1,0,0,360000.0,3,1,1,1,0,2,35,1,0
1,1,0,2,157500.0,3,4,2,5,9,3,38,1,0
0,1,0,0,247500.0,3,4,2,1,9,1,37,1,0
1,0,1,0,81000.0,0,1,3,1,9,1,27,1,0
0,0,1,0,360000.0,2,1,1,1,11,2,44,1,0
1,1,0,0,315000.0,3,1,1,1,9,2,55,1,0
0,0,1,0,126000.0,3,4,3,1,3,1,46,1,0
0,1,1,0,225000.0,0,1,2,1,20,1,33,1,0
0,0,0,2,135000.0,3,4,1,5,4,4,30,1,0
1,0,1,0,225000.0,0,4,1,1,9,2,52,1,0
0,0,1,0,112500.0,0,1,1,1,2,2,47,1,0
0,0,1,0,40500.0,3,4,1,1,1,2,34,1,0
0,0,1,0,157500.0,1,4,2,1,13,1,57,0,0
0,0,1,2,67500.0,3,4,1,1,16,4,33,1,0
0,0,0,0,315000.0,2,1,1,1,4,2,58,1,0
0,0,1,2,270000.0,0,1,1,1,17,4,42,1,0
0,0,1,0,180000.0,1,4,0,1,13,2,58,0,0
0,0,1,0,157500.0,1,4,4,1,13,1,65,0,0
0,1,1,1,252000.0,0,4,2,1,2,2,29,1,0
0,1,0,0,270000.0,3,4,1,1,16,2,50,1,0
1,1,1,0,157500.0,3,4,1,5,5,2,24,1,0
0,0,1,0,270000.0,3,4,2,1,9,1,50,1,0
1,0,1,0,162000.0,1,1,1,1,13,2,63,0,0
0,1,1,1,202500.0,3,4,1,1,4,3,37,1,0
0,1,1,1,180000.0,3,1,2,1,11,2,51,1,0
0,0,1,2,112500.0,3,4,1,5,4,4,40,1,0
0,0,1,0,135000.0,0,1,1,1,4,2,24,1,0
0,0,1,0,225000.0,3,1,3,1,11,1,33,1,0
1,1,0,0,157500.0,3,4,0,1,9,2,48,1,0
0,1,0,1,112500.0,3,1,3,1,4,2,27,1,0
1,1,1,1,202500.0,3,4,1,1,9,3,27,1,0
0,1,1,0,162000.0,3,4,3,1,9,1,49,1,0
1,0,0,0,157500.0,0,1,3,1,16,1,27,1,0
0,0,0,0,270000.0,0,4,3,1,7,1,62,1,0
0,1,0,1,90000.0,3,4,1,1,9,3,41,1,0
0,0,1,0,67500.0,1,4,4,1,13,1,64,0,0
1,1,1,0,225000.0,1,4,3,1,13,1,47,0,0
0,0,1,0,135000.0,0,4,1,1,4,2,43,1,0
0,0,0,0,135000.0,1,4,4,1,13,1,57,0,0
0,1,1,0,157500.0,0,4,1,1,4,2,32,1,0
0,0,0,2,180000.0,2,4,1,3,9,4,30,1,0
1,1,1,0,225000.0,3,4,1,1,5,2,49,1,0
1,1,1,0,135000.0,3,4,1,1,9,2,42,1,0
0,0,1,0,360000.0,0,1,1,1,4,2,30,1,0
0,0,1,0,135000.0,3,4,1,1,18,2,59,1,0
0,1,1,0,112500.0,3,1,1,1,9,2,27,1,0
0,0,1,0,225000.0,0,4,0,1,2,2,35,1,0
1,0,1,0,180000.0,3,4,1,1,9,2,44,1,0
0,0,1,0,202500.0,3,4,0,1,4,2,30,1,0
0,0,0,0,315000.0,0,1,1,1,16,2,44,1,0
1,1,1,1,315000.0,3,1,1,1,9,3,47,1,0
0,1,1,0,112500.0,3,4,1,1,16,2,47,1,0
0,0,1,0,83250.0,1,4,0,1,13,2,55,0,0
0,0,1,0,261000.0,3,4,1,1,9,2,54,1,0
1,0,1,0,247500.0,3,4,1,1,9,2,47,1,0
1,1,1,0,360000.0,3,1,1,1,11,2,60,1,0
0,0,1,0,135000.0,3,4,1,1,9,2,36,1,0
0,0,1,0,225000.0,3,4,4,1,7,1,54,1,0
0,1,1,0,270000.0,2,1,1,1,11,2,44,1,0
1,1,0,0,112500.0,1,4,1,1,13,2,56,0,0
0,0,0,0,112500.0,3,1,3,0,4,1,35,1,0
1,0,0,1,225000.0,3,1,1,1,11,3,49,1,0
1,1,1,0,173250.0,3,4,0,1,5,2,44,1,0
1,0,1,0,148500.0,3,4,3,1,9,1,32,1,0
1,0,1,0,315000.0,0,4,0,1,11,2,49,1,0
0,0,0,1,135000.0,3,4,1,1,0,3,29,1,0
0,0,1,0,157500.0,1,4,4,1,13,1,64,0,0
0,0,1,2,76500.0,2,1,1,1,19,4,39,1,0
1,1,0,0,225000.0,0,1,1,1,2,2,36,1,0
0,1,1,0,157500.0,3,4,1,1,4,2,45,1,0
1,1,1,2,216000.0,2,1,1,1,7,4,30,1,0
0,0,1,0,90000.0,1,4,2,1,13,1,57,0,0
1,0,1,0,211500.0,3,4,3,1,4,1,27,1,0
1,1,0,2,202500.0,3,1,1,1,5,4,32,1,0
0,0,0,1,112500.0,2,4,3,1,4,2,43,1,0
0,1,1,0,112500.0,3,1,1,1,9,2,27,1,0
1,0,0,0,166500.0,3,4,3,1,9,1,23,1,0
0,0,1,2,72000.0,3,4,1,1,12,4,42,1,0
0,0,1,0,135000.0,3,4,1,1,1,2,56,1,0
0,0,0,0,157500.0,3,1,1,1,4,2,38,1,0
0,0,1,1,67500.0,2,4,0,1,19,3,49,1,0
0,1,1,0,135000.0,3,4,2,1,9,1,44,1,0
0,1,1,0,207000.0,2,1,1,1,12,2,61,1,0
1,1,0,1,148500.0,0,4,1,1,5,3,35,1,0
0,0,0,0,112500.0,0,2,1,1,2,2,27,1,0
0,0,0,2,112500.0,3,4,1,1,9,4,43,1,0
0,0,1,0,202500.0,0,1,3,1,2,1,38,1,0
0,0,0,0,67500.0,3,4,1,1,16,2,55,1,0
0,0,1,2,67500.0,3,4,2,1,16,3,37,1,0
0,0,1,0,306000.0,0,1,1,1,2,2,40,1,0
0,1,1,1,90000.0,2,4,1,1,12,3,48,1,0
1,1,1,1,360000.0,3,4,1,1,9,3,57,1,0
0,0,1,0,112500.0,3,2,0,1,9,2,25,1,0
1,1,1,2,270000.0,0,1,1,1,11,4,47,1,0
0,0,0,0,67500.0,3,4,1,1,18,2,49,1,0
0,0,1,0,180000.0,0,4,1,1,16,2,41,1,0
1,1,1,0,270000.0,0,4,1,1,5,2,49,1,0
0,1,1,0,315000.0,1,4,3,1,13,1,57,0,0
0,0,1,0,247500.0,0,4,1,1,3,2,48,1,0
1,1,1,0,72000.0,3,1,1,1,18,2,59,1,0
0,0,0,2,81000.0,3,3,3,1,16,3,42,1,0
0,0,0,0,171000.0,1,4,1,1,13,2,57,0,0
0,0,0,1,135000.0,0,4,1,1,16,3,39,1,0
0,0,0,0,135000.0,3,4,1,1,9,2,38,1,0
0,1,0,0,202500.0,2,4,1,1,12,2,53,1,0
1,0,1,1,292500.0,2,1,1,1,4,3,46,1,0
1,0,1,2,360000.0,2,1,1,1,11,4,43,1,0
0,0,1,0,315000.0,3,4,2,1,9,1,41,1,0
0,1,1,1,225000.0,0,4,1,1,16,3,37,1,0
1,0,1,0,198000.0,1,1,1,1,13,2,67,0,0
1,1,0,1,202500.0,0,1,1,5,11,3,27,1,0
1,0,1,0,90000.0,3,4,3,1,5,1,28,1,0
0,0,1,1,166500.0,3,4,1,1,9,3,55,1,0
0,0,0,2,73350.0,3,4,1,1,12,4,39,1,0
1,1,1,1,135000.0,3,4,1,1,9,3,33,1,0
0,0,0,0,103500.0,1,4,1,1,13,2,66,0,0
0,0,1,0,76500.0,1,4,1,2,13,2,55,0,0
1,1,1,2,225000.0,3,4,1,1,9,4,34,1,0
0,0,1,0,126000.0,3,4,1,1,7,2,62,1,0
0,0,0,0,211500.0,3,4,1,1,9,2,47,1,0
1,0,0,1,157500.0,3,4,1,1,5,3,44,1,0
0,0,1,0,112500.0,1,4,4,1,13,1,63,0,0
1,1,1,0,225000.0,1,4,3,1,13,1,47,0,0
1,1,0,0,135000.0,3,4,3,1,4,1,33,1,0
0,0,0,0,135000.0,0,4,2,2,2,1,52,1,0
0,0,0,0,112500.0,3,4,1,1,9,2,28,1,0
0,0,0,0,247500.0,3,1,1,1,11,2,38,1,0
1,1,1,0,270000.0,3,4,3,1,9,1,37,1,0
0,1,1,0,225000.0,0,1,1,1,2,2,28,1,0
1,1,1,0,90000.0,1,4,1,1,13,2,60,0,0
0,0,1,0,135000.0,3,4,3,1,9,1,41,1,0
0,0,0,0,67500.0,3,4,1,1,16,2,27,1,0
1,0,0,0,135000.0,3,4,1,1,7,2,28,1,0
0,0,0,0,193500.0,3,4,3,2,9,1,44,1,0
0,0,0,0,135000.0,3,4,1,1,14,2,30,1,0
1,1,1,0,202500.0,0,4,1,1,5,2,48,1,0
0,1,1,2,135000.0,3,4,1,1,5,4,33,1,0
0,0,1,1,180000.0,1,1,1,1,13,3,51,0,0
0,0,1,0,112500.0,3,4,1,1,9,2,64,1,0
1,0,0,1,247500.0,3,1,3,1,9,2,37,1,0
1,1,0,2,360000.0,3,4,1,1,5,4,43,1,0
1,1,0,1,193500.0,3,1,1,1,9,3,49,1,0
0,1,1,1,67500.0,3,4,1,1,3,3,31,1,0
0,0,1,0,306000.0,3,4,1,1,7,2,51,1,0
0,0,1,0,153000.0,1,4,2,1,13,1,59,0,0
0,0,0,0,112500.0,3,4,2,1,4,1,33,1,0
1,1,1,0,360000.0,0,2,1,1,11,2,54,1,0
1,0,1,2,157500.0,3,4,1,1,9,4,41,1,0
0,0,0,0,112500.0,1,4,1,1,13,2,52,0,0
0,0,0,0,292500.0,2,4,1,1,0,2,57,1,0
0,0,0,0,315000.0,3,4,2,1,4,1,48,1,0
0,0,1,0,135000.0,3,1,3,1,11,1,24,1,0
0,0,0,0,180000.0,2,2,1,1,4,2,28,1,0
0,0,0,0,292500.0,0,4,0,1,9,2,51,1,0
0,0,1,0,135000.0,1,2,2,1,13,1,55,0,0
1,0,0,1,225000.0,3,1,1,1,4,3,37,1,0
0,0,1,0,225000.0,1,4,1,1,13,2,57,0,0
0,0,1,0,135000.0,3,4,1,1,10,2,53,1,0
1,1,0,0,292500.0,3,4,3,1,5,1,38,1,0
0,0,0,2,180000.0,3,4,1,1,11,4,31,1,0
0,0,1,0,274500.0,0,4,1,1,7,2,56,1,0
0,0,1,0,225000.0,3,4,3,1,4,1,48,1,0
1,1,0,0,180000.0,3,4,1,1,9,2,41,1,0
1,1,0,2,225000.0,0,4,1,1,2,4,40,1,0
1,0,0,0,360000.0,0,1,1,1,11,2,55,1,0
0,0,1,0,126000.0,1,4,4,1,13,1,66,0,0
1,0,0,0,180000.0,3,4,1,1,5,2,27,1,0
0,0,1,2,54000.0,3,1,1,1,1,4,30,1,0
0,0,0,1,76500.0,3,1,1,1,16,3,43,1,0
1,0,1,0,247500.0,3,4,1,1,9,2,47,1,0
0,0,1,1,112500.0,2,2,0,1,17,3,29,1,0
0,0,1,0,81000.0,1,4,1,1,13,2,57,0,0
1,1,0,0,135000.0,0,4,1,1,9,2,29,1,0
0,0,1,0,135000.0,3,4,1,1,4,2,36,1,0
0,1,1,0,99000.0,3,4,1,1,9,2,57,1,0
0,0,0,0,67500.0,3,4,1,2,3,2,49,1,0
1,0,0,1,202500.0,3,4,2,1,9,2,22,1,0
0,0,1,2,58500.0,3,1,1,1,4,4,38,1,0
0,0,1,0,135000.0,0,4,1,1,9,2,58,1,0
0,0,1,0,135000.0,3,4,3,1,9,1,33,1,0
0,0,0,0,180000.0,3,4,1,1,16,2,41,1,0
0,0,1,0,112500.0,2,4,1,1,12,2,47,1,0
0,1,1,0,144000.0,3,4,1,1,4,2,36,1,0
1,0,1,0,112500.0,0,1,1,1,11,2,59,1,0
1,1,1,0,135000.0,0,4,1,1,11,2,52,1,0
0,0,1,0,81000.0,3,4,3,1,9,1,52,1,0
0,0,0,2,193500.0,3,1,1,5,9,4,41,1,0
1,1,1,1,144000.0,3,4,1,1,5,3,23,1,0
0,0,1,0,292500.0,1,4,3,1,13,1,61,0,0
0,0,1,1,157500.0,3,4,1,1,16,3,47,1,0
1,1,1,0,315000.0,3,1,1,1,5,2,50,1,0
0,0,0,0,135000.0,3,4,1,1,16,2,42,1,0
1,1,1,0,202500.0,0,4,1,4,2,2,28,1,0
0,1,1,1,180000.0,0,4,3,1,14,2,31,1,0
0,0,1,0,112500.0,3,1,1,1,0,2,33,1,0
0,0,1,1,112500.0,3,1,1,1,16,3,37,1,0
1,0,0,1,270000.0,0,4,1,1,5,3,37,1,0
1,1,0,0,292500.0,0,1,3,1,9,1,38,1,0
0,0,1,0,193500.0,3,4,1,1,9,2,57,1,0
0,0,1,0,180000.0,3,4,1,1,9,2,48,1,0
0,0,1,2,115200.0,0,4,1,1,9,4,40,1,0
0,1,0,0,56250.0,1,4,1,1,13,2,58,0,0
1,1,1,1,180000.0,0,1,1,1,2,3,41,1,0
0,0,1,0,157500.0,0,4,1,1,16,2,45,1,0
1,1,1,1,202500.0,3,4,1,1,9,3,27,1,0
0,1,1,1,135000.0,3,4,1,1,16,3,40,1,0
0,0,1,0,202500.0,0,4,1,1,11,2,43,1,0
0,0,1,0,157500.0,1,4,4,1,13,1,66,0,0
1,0,1,1,225000.0,3,4,1,1,5,3,44,1,0
1,1,1,0,202500.0,3,4,3,1,9,1,49,1,0
1,0,1,0,85500.0,2,4,2,0,4,1,45,1,0
0,0,1,0,157500.0,1,4,2,1,13,1,61,0,0
0,0,1,0,270000.0,3,1,1,1,9,2,25,1,0
0,0,1,1,157500.0,3,4,2,2,16,2,36,1,0
0,0,1,0,360000.0,1,1,1,1,13,2,62,0,0
0,1,1,0,90000.0,1,4,1,1,13,2,58,0,0
0,0,1,0,90000.0,1,4,1,1,13,2,58,0,0
1,1,1,0,135000.0,1,4,1,1,13,2,67,0,0
0,0,1,0,112500.0,3,4,3,1,7,1,43,1,0
1,1,0,0,225000.0,3,4,3,1,4,1,25,1,0
1,1,1,0,225000.0,0,1,3,1,2,1,32,1,0
0,0,1,0,202500.0,2,4,3,1,12,1,63,1,0
0,0,1,0,202500.0,0,1,1,1,2,2,26,1,0
1,1,0,2,225000.0,2,1,1,5,7,4,29,1,0
0,1,0,0,108000.0,3,4,1,5,9,2,33,1,0
0,0,1,0,225000.0,3,4,4,1,16,1,52,1,0
0,1,1,0,180000.0,0,4,1,1,9,2,42,1,0
1,0,1,1,135000.0,3,4,1,1,9,3,51,1,0
0,0,1,0,112500.0,1,4,1,1,13,2,57,0,0
0,1,0,0,90000.0,3,1,3,1,4,1,43,1,0
1,0,1,0,90000.0,0,4,0,1,10,2,45,1,0
0,0,1,0,103500.0,3,4,1,1,11,2,61,1,0
0,1,0,0,72000.0,3,4,1,1,12,2,41,1,0
0,1,1,0,135000.0,3,3,1,1,7,2,44,1,0
1,0,1,0,135000.0,3,4,1,1,9,2,37,1,0
1,0,0,1,360000.0,3,1,1,1,11,3,30,1,0
0,1,0,0,135000.0,3,4,1,1,1,2,52,1,0
1,1,1,1,225000.0,2,1,1,1,4,3,34,1,0
0,0,1,0,135000.0,3,1,3,1,11,1,24,1,0
0,0,1,0,81000.0,1,4,1,1,13,2,58,0,0
0,1,1,0,90000.0,3,4,1,1,9,2,36,1,0
0,0,1,0,360000.0,0,4,3,1,0,1,50,1,0
1,0,1,0,225000.0,2,1,1,1,19,2,24,1,0
0,0,1,0,202500.0,3,4,1,1,7,2,53,1,0
0,0,0,0,202500.0,3,4,2,1,9,1,46,1,0
0,1,0,0,95850.0,0,4,1,1,9,2,51,1,0
0,0,1,0,112500.0,3,1,1,5,4,2,25,1,0
0,0,1,0,126000.0,0,4,0,2,9,2,28,1,0
0,0,1,0,99000.0,3,4,1,1,16,2,42,1,0
0,0,1,0,112500.0,3,2,0,1,9,2,25,1,0
0,0,1,1,180000.0,0,4,1,1,9,3,44,1,0
1,0,0,0,225000.0,3,1,3,1,9,1,27,1,0
1,1,1,0,225000.0,3,4,3,1,11,1,27,1,0
0,0,1,0,202500.0,3,2,3,1,4,1,50,1,0
0,0,1,0,180000.0,1,4,1,1,13,2,64,0,0
0,1,1,1,135000.0,0,2,0,1,2,3,31,1,0
0,1,1,2,315000.0,2,4,1,1,11,4,33,1,0
0,0,0,1,387000.0,0,1,1,1,2,3,41,1,0
0,0,1,0,45000.0,1,4,1,1,13,2,56,0,0
0,1,0,0,185400.0,0,4,1,1,9,2,40,1,0
0,0,0,0,76500.0,3,4,1,1,9,2,46,1,0
0,1,0,1,225000.0,3,1,0,1,4,3,37,1,0
0,0,1,0,126000.0,3,1,1,1,4,2,27,1,0
0,0,0,0,135000.0,1,4,1,1,13,2,62,0,0
0,0,1,1,90000.0,3,4,1,1,16,3,44,1,0
1,0,1,1,157500.0,3,4,0,1,9,3,55,1,0
0,0,1,0,180000.0,1,1,1,1,13,2,55,0,0
0,0,1,0,112500.0,2,4,3,1,4,1,56,1,0
1,1,1,1,270000.0,1,4,1,1,13,3,42,0,0
0,0,0,0,135000.0,3,4,1,1,9,2,46,1,0
0,0,0,0,103500.0,3,1,1,1,9,2,43,1,0
0,0,1,0,130500.0,3,4,1,1,4,2,37,1,0
0,0,1,0,90000.0,3,4,1,1,12,2,54,1,0
1,1,0,2,112500.0,3,1,1,1,5,4,40,1,0
0,0,1,0,157500.0,1,4,1,1,13,2,64,0,0
0,0,1,1,202500.0,2,4,0,1,14,3,43,1,0
1,0,1,0,67500.0,1,4,2,1,13,1,61,0,0
0,1,1,1,189000.0,3,3,1,1,4,3,44,1,0
0,0,1,0,180000.0,3,4,1,1,17,2,54,1,0
0,0,1,0,135000.0,3,4,1,1,1,2,49,1,0
1,1,1,0,135000.0,0,1,0,1,4,2,48,1,0
0,1,1,0,166500.0,3,4,1,1,9,2,33,1,0
0,0,1,0,90000.0,1,4,1,1,13,2,60,0,0
1,1,0,0,337500.0,2,1,1,5,11,2,28,1,0
0,1,1,1,90000.0,2,4,1,1,12,3,48,1,0
0,1,1,2,157500.0,3,4,1,1,7,4,41,1,0
0,0,0,0,112500.0,1,4,1,1,13,2,65,0,0
1,1,0,2,180000.0,0,1,1,1,11,4,43,1,0
0,1,1,1,112500.0,3,1,1,1,11,3,24,1,0
0,0,1,0,135000.0,3,4,1,1,4,2,36,1,0
0,0,0,0,135000.0,3,4,1,1,9,2,38,1,0
0,0,0,0,135000.0,0,1,1,5,4,2,42,1,0
0,0,0,0,126000.0,0,4,1,1,11,2,45,1,0
0,1,1,0,247500.0,0,1,1,1,2,2,39,1,0
0,0,1,2,184500.0,3,4,1,1,16,4,27,1,0
0,0,1,0,165600.0,1,4,4,1,13,1,58,0,0
1,1,1,0,315000.0,3,1,1,1,5,2,50,1,0
0,0,0,0,112500.0,1,4,3,1,13,1,57,0,0
1,1,0,0,112500.0,3,4,0,1,9,2,27,1,0
1,0,1,0,202500.0,0,4,3,4,2,1,51,1,0
0,0,1,0,72000.0,1,4,1,1,13,2,59,0,0
0,0,1,0,202500.0,0,4,1,1,12,2,57,1,0
0,1,1,0,391500.0,3,4,1,1,4,2,46,1,0
1,1,1,1,112500.0,3,1,1,1,0,3,32,1,0
0,0,1,0,157500.0,3,4,1,1,9,2,39,1,0
0,0,0,1,112500.0,3,4,4,1,9,2,54,1,0
0,0,1,1,270000.0,2,4,1,1,12,3,39,1,0
1,0,1,0,270000.0,0,4,3,1,9,1,40,1,0
1,1,0,2,247500.0,3,4,1,1,9,4,50,1,0
1,1,1,0,360000.0,1,4,1,1,13,2,57,0,0
0,0,1,0,189000.0,1,1,2,1,13,1,62,0,0
0,1,1,1,157500.0,2,4,1,1,9,3,37,1,0
0,0,1,0,157500.0,2,1,1,1,11,2,41,1,0
0,0,1,0,130500.0,3,4,1,1,4,2,37,1,0
0,0,1,1,135000.0,1,4,0,1,13,3,52,0,0
0,1,1,0,90000.0,1,4,1,1,13,2,58,0,0
0,0,0,0,67500.0,0,4,0,1,9,2,52,1,0
0,0,1,0,135000.0,0,4,1,1,20,2,42,1,0
1,1,1,0,247500.0,3,4,1,1,5,2,42,1,0
0,1,1,0,135000.0,3,1,1,1,11,2,33,1,0
0,0,1,0,126000.0,1,4,1,1,13,2,56,0,0
0,0,0,0,180000.0,3,2,4,1,4,1,53,1,0
0,0,0,0,112500.0,1,4,2,2,13,1,59,0,0
0,0,1,0,247500.0,0,1,1,1,16,2,32,1,0
0,0,1,0,112500.0,1,4,4,1,13,1,63,0,0
1,1,1,0,315000.0,3,1,1,1,5,2,50,1,0
0,0,1,0,67500.0,1,3,3,1,13,1,60,0,0
1,1,1,0,337500.0,3,1,1,5,9,2,29,1,0
0,0,1,1,337500.0,3,4,1,1,4,3,35,1,0
0,0,1,0,112500.0,1,4,4,1,13,1,60,0,0
0,0,0,1,157500.0,0,1,1,1,7,3,30,1,0
0,0,0,0,292500.0,0,4,0,1,9,2,51,1,0
1,1,0,2,135000.0,2,4,1,1,4,4,38,1,0
0,0,0,0,180000.0,3,4,1,2,16,2,32,1,0
1,0,1,1,135000.0,3,4,1,1,18,3,37,1,0
0,0,0,0,180000.0,0,4,3,1,2,1,31,1,0
0,1,0,0,202500.0,3,1,1,1,0,2,25,1,0
1,1,1,0,180000.0,3,1,1,5,9,2,30,1,0
0,1,1,0,112500.0,3,1,1,1,0,2,31,1,0
1,1,1,0,135000.0,1,4,1,1,13,2,67,0,0
0,0,0,0,81000.0,3,4,3,1,14,1,48,1,0
0,0,0,0,135000.0,3,4,1,1,0,2,48,1,0
1,0,0,0,270000.0,3,4,1,5,9,2,32,1,0
0,0,1,0,247500.0,0,4,1,1,9,2,33,1,0
0,0,1,0,225000.0,2,4,1,1,14,2,54,1,0
0,0,0,2,157500.0,2,1,1,1,12,4,34,1,0
0,1,0,0,216000.0,3,4,3,1,9,1,54,1,0
0,0,1,0,135000.0,3,4,3,1,17,1,62,1,0
1,1,0,1,247500.0,3,1,1,1,9,3,25,1,0
0,0,1,0,180000.0,3,4,1,1,9,2,37,1,0
1,1,1,0,67500.0,1,4,1,1,13,2,62,0,0
0,0,0,2,130500.0,3,4,1,1,16,4,42,1,0
0,0,0,0,99000.0,0,4,3,1,4,1,44,1,0
1,0,1,1,112500.0,2,4,1,1,9,3,38,1,0
0,1,1,0,247500.0,3,4,3,5,16,1,32,1,0
1,1,1,1,180000.0,0,4,1,1,7,3,43,1,0
0,0,0,0,225000.0,1,4,1,1,13,2,55,0,0
1,1,1,0,247500.0,3,1,1,1,11,2,35,1,0
0,0,1,0,171000.0,3,1,1,1,7,2,50,1,0
0,1,1,2,180000.0,0,1,1,1,2,4,32,1,0
1,1,0,0,337500.0,3,4,1,1,5,2,39,1,0
0,0,1,0,315000.0,0,4,1,1,2,2,39,1,0
0,0,1,0,247500.0,3,4,1,1,9,2,30,1,0
0,0,1,0,180000.0,1,4,1,1,13,2,59,0,0
1,1,1,0,83250.0,3,4,1,1,9,2,56,1,0
